Created At,Tweet Id,Text,lang,retweet_count,like_count,author_id,source,context_annotations,geo
2023-10-17 07:29:50+00:00,1714181912045015372,@mahmoudkhder065 @SsedoOfficiaI @hebasrashed العبيط هو اللي بيصدق الحكام التابعين لامريكا، السيسي يتعمد يتلاعب بمعنويات أهل غزة كضغط نفسي عليهم في السجن الكبير ده، عشان يوقفوا ضد حماس,ar,0,0,1646841262912290816,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",
2023-10-17 07:29:46+00:00,1714181897469689909,@M0ATH يتحسب على العرب وما يتحسب على حماس,ar,0,0,1151810095,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",
2023-10-17 07:29:46+00:00,1714181893925613812,#المسيرة_عاجل | حركة حماس: مجازر الاحتلال في غزة ودير البلح ورفح وخان يونس دليلُ فشلٍ وإجرامٌ لن يكسر عزيمة شعبنا وتلاحمه مع المقاومة,ar,0,0,810253738220736512,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",
2023-10-17 07:29:45+00:00,1714181892877037742,#المسيرة_عاجل | حركة حماس: لن تفلح في كسر إرادة شعبنا، وستتحطّم أهدافه العدوانية أمام صبر شعبنا وبطولته وتلاحمه مع مقاومته الباسلة,ar,0,0,810253738220736512,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",
2023-10-17 07:29:43+00:00,1714181883553022210,@AJArabic سياسات حماس ركعت جيش الاحتلال الصهيوني ورفعت راس الشرفاء بفلسطين واشفت غليل امهات واباء الالاف الشهداء الذين استشهدوا ظلماً على يد الصهاينة,ar,0,0,1584294828170518530,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related - Entertainment'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1066123894476570624', 'name': 'Al Jazeera', 'description': 'Al Jazeera'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",
2023-10-17 07:29:43+00:00,1714181883448217616,الله يلعن اسرائيل ويلعن حماس ويلعن اي ابن زنوه يبدا بحرب ضحيتها ابرياء مقاطع الاطفال والمساكين اقسم بالله اتعبتني,ar,0,0,2604823572,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",
2023-10-17 07:29:42+00:00,1714181880604410143,"توماس فريدمان في نيويورك تايمز: ستفقد ""إسرائيل"" كل التعاطف الدولي معها إذا غزت واحتلت غزة، وإذا لم تقم بالغزو سيتم تجنيب ترويع الإسرائيليين ويمكن تدبير صفقة لإطلاق سراح الأسرى لدى حماس ويعطي ذلك تل أبيب وحلفاؤها الوقت للتفكير للبحث عن بديل لحماس وسيمنح ذلك تعاطفا دوليا لتل أبيب",ar,0,0,49259278,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1102885933026668544', 'name': 'عبدالله بن حمد العذبة'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1102885933026668544', 'name': 'عبدالله بن حمد العذبة'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1074755369530880001', 'name': 'Journalists', 'description': 'Journalism'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1102885933026668544', 'name': 'عبدالله بن حمد العذبة'}}, {'domain': {'id': '156', 'name': 'Cities', 'description': 'Cities around the world'}, 'entity': {'id': '907978531350519809', 'name': 'New York City', 'description': 'New York City'}}]",
2023-10-17 07:29:42+00:00,1714181878725357972,"وقد تم تشريد ما يقرب من نصف مليون إسرائيلي من منازلهم منذ الهجوم المفاجئ الذي شنته حماس في 7 أكتوبر/تشرين الأول. هذا ما قاله المتحدث باسم الجيش الإسرائيلي لشؤون الإعلام الأجنبي، يوناتان كونريكوس، في مؤتمر صحفي. وفعلنا الشيء نفسه في الشمال، حيث تم إخلاء 20 مستوطنة قريبة من الحدود""",ar,0,0,129533018,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '69', 'name': 'News Vertical', 'description': 'News Categories like Entertainment or Technology'}, 'entity': {'id': '840159122012102656', 'name': 'Political News', 'description': 'Political News'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",
2023-10-17 07:29:41+00:00,1714181874082271297,"@RassdNewsN هذه مباراة كرة قدم بين مصر والجزائر ولا علاقه لها بالحرب بين حماس والكيان الصهيوني 
بطلوا هري وفري وتجارة بالقضيه الفلسطينيه",ar,0,0,2362354134,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1135498275467845632', 'name': 'Rassd News (شبكة رصد)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847543836330958848', 'name': 'Global security & terrorism', 'description': 'Global conversation about threats of terrorism, response of governments, and national security  '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '900740740468191232', 'name': 'Political issues', 'description': 'Political issues'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",
2023-10-17 07:29:37+00:00,1714181855887466596,ماهى حماس وما اسم هذا ( حماس) ولماذا سميةحماس  ممكن تقلى او تفسر موضوع حماس الأرهابيه ؟ https://t.co/GYAKz2klol,ar,0,0,1700038118575857664,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1710867603760070656', 'name': 'Israel-Gaza Conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1046545033657081857', 'name': 'News', 'description': 'News'}}]",
